Department,Department_Division,PCN,Position_Title,FLSA_Code,Initial_Hire_Date,Date_in_Title,Salary,OBJECTID
CIT ,CIT 122 Data & Information Management,B.002439.4     ,Software Developer II,,16-Feb-12,16-Feb-12,116893.66,288282
CIT ,CIT 122 Data & Information Management,B.006938.2     ,Systems Engineer III,,1-Nov-13,1-Nov-13,128134.5,288283
CIT ,CIT 122 Data & Information Management,B.006503.4     ,Software Developer II,,1-Oct-06,15-Feb-18,111396.22,288284
CIT ,CIT 123 Systems Support,B.006195,Systems Engineer I,,24-Mar-22,24-Mar-22,82687.54,288285
CIT ,CIT 123 Systems Support,B.003632,Systems Engineer II,,16-Dec-13,7-Nov-16,107452.02,288286
CIT ,CIT 123 Systems Support,B.007145.1     ,Systems Engineer I,,7-Dec-23,7-Dec-23,73790.34,288287
CIT ,CIT 123 Systems Support,B.006736,Systems Engineer II,,13-Aug-20,21-Sep-23,87068.8,288288
CIT ,CIT 123 Systems Support,B.002865,Systems Engineer II,,14-Jan-21,14-Jan-21,109339.62,288289
CIT ,CIT 123 Systems Support,B.007004.2     ,Systems Engineer III,,13-Jan-22,13-Jan-22,115583.52,288290
CIT ,CIT 123 Systems Support,B.005023.1     ,Microcomputer Systems Analyst I,,16-Feb-17,16-Feb-17,60132.8,288291
CIT ,CIT 123 Systems Support,B.007458,Systems Engineer II,,2-May-24,2-May-24,86999.9,288292
CIT ,CIT 123 Systems Support,B.005553.3     ,IT Support Supervisor,,15-Feb-18,12-Aug-21,85335.64,288293
CIT ,CIT 123 Systems Support,B.006433,Systems Engineer II,,15-Jul-21,15-Jul-21,99225.1,288294
CIT ,CIT 123 Systems Support,B.005771.1     ,Microcomputer Systems Analyst II,,16-Mar-99,31-Dec-20,85192.9,288295
CIT ,CIT 123 Systems Support,B.003266,Systems Engineer I,,6-Jan-22,6-Jan-22,85995,288296
CIT ,CIT 123 Systems Support,B.001425.2     ,Systems Engineer I,,7-Dec-15,16-Feb-17,86266.18,288297
CIT ,CIT 123 Systems Support,B.006441.3     ,Systems Engineer I,,29-Feb-24,29-Feb-24,82500.08,288298
CIT ,CIT 123 Systems Support,B.000802.1     ,Systems Engineer I,,7-Dec-17,7-Dec-17,79661.66,288299
CIT ,CIT 123 Systems Support,B.003918.2     ,Microcomputer Systems Analyst II,,6-Jul-17,6-Jul-17,71837.22,288300
CIT ,CIT 123 Systems Support,B.004327.1     ,Systems Engineer II,,22-Sep-16,22-Sep-16,88028.46,288301
CIT ,CIT 123 Systems Support,B.007794,Systems Engineer I,,1-Dec-22,1-Dec-22,70276.44,288302
CIT ,CIT 123 Systems Support,B.005074.2     ,Systems Engineer III,,3-Aug-87,7-Sep-16,127010.78,288303
CIT ,CIT 123 Systems Support,B.003556,Systems Engineer III,,7-Mar-15,23-May-24,100321,288304
CIT ,CIT 123 Systems Support,B.004121,Systems Engineer III,,21-Nov-19,21-Nov-19,115583.78,288305
CIT ,CIT 123 Systems Support,B.005189,Systems Engineer II,,21-Apr-22,21-Apr-22,105840.02,288306
CIT ,CIT 123 Systems Support,B.006432.2     ,Systems Engineer II,,1-Feb-09,7-Sep-16,106052.96,288307
CIT ,CIT 123 Systems Support,B.005642,Systems Engineer II,,7-Dec-15,7-Dec-15,119903.94,288308
CIT ,CIT 123 Systems Support,B.001783.1     ,Systems Analyst III,,23-May-94,22-Jul-15,110964.62,288309
CIT ,CIT 123 Systems Support,B.003877.2     ,Systems Engineer I,,1-Nov-13,7-Jul-14,89109.8,288310
CIT ,CIT 123 Systems Support,B.002132,Systems Engineer II,,1-Jan-90,1-Sep-98,120093.74,288311
CIT ,CIT 123 Systems Support,B.007313,Systems Engineer II,,22-Jun-23,22-Jun-23,96848.96,288312
CIT ,CIT 123 Systems Support,B.000482,Microcomputer Systems Analyst I,,16-Jan-14,2-Dec-21,65901.42,288313
CIT ,CIT 123 Systems Support,B.005645.2     ,Systems Engineer I,,16-Nov-07,23-Feb-23,74025.12,288314
CIT ,CIT 123 Systems Support,B.000639.1     ,Computer Operator II,,30-Jul-20,30-Jul-20,40002.04,288315
CIT ,CIT 123 Systems Support,B.006431,Microcomputer Systems Analyst I,,16-Nov-05,16-Nov-05,67824.12,288316
CIT ,CIT 123 Systems Support,B.005779.2     ,Systems Engineer II,,16-Nov-07,6-Oct-22,95440.8,288317
CIT ,CIT 123 Systems Support,B.000664.4     ,IT Support Center Specialist III,,3-Jun-21,16-Jun-22,56287.14,288318
CIT ,CIT 123 Systems Support,B.000664.4     ,IT Support Center Specialist III,,3-Jun-21,16-Jun-22,56287.14,288319
CIT ,CIT 123 Systems Support,B.007314,Systems Engineer II,,1-May-14,14-Mar-19,99471.58,288320
CIT ,CIT 123 Systems Support,B.006442.2     ,Electronics Operations Technician,,1-Apr-14,22-Nov-14,60132.8,288321
CIT ,CIT 124 Center for Geospatial Information Services,B.003980,GIS Technician III,,1-Feb-11,11-Apr-19,64594.4,288322
CIT ,CIT 124 Center for Geospatial Information Services,B.005889.2     ,GIS Analyst II,,3-Jan-19,3-Jan-19,85918.82,288323
CIT ,CIT 124 Center for Geospatial Information Services,B.001654,GIS Technician II,,23-Mar-23,23-Mar-23,50284,288324
CIT ,CIT 124 Center for Geospatial Information Services,B.002125.1     ,GIS Analyst III,,2-Mar-17,9-Sep-21,100029.28,288325
CIT ,CIT 124 Center for Geospatial Information Services,B.002608.2     ,GIS Analyst II,,16-Jun-12,12-Jan-23,78340.08,288326
CIT ,CIT 124 Center for Geospatial Information Services,B.002097.4     ,GIS Analyst I,,16-Apr-00,16-Dec-01,91471.12,288327
CIT ,CIT 124 Center for Geospatial Information Services,B.004125,GIS Technician III,,16-May-80,16-Jul-06,77413.44,288328
CIT ,CIT 124 Center for Geospatial Information Services,B.000756.2     ,GIS Analyst III,,1-Jun-99,16-Nov-07,118853.02,288329
CIT ,CIT 124 Center for Geospatial Information Services,B.000610.1     ,GIS Analyst II,,16-Jun-00,6-Dec-18,105889.16,288330
CIT ,CIT 124 Center for Geospatial Information Services,B.002099,GIS Coordinator,,1-Dec-96,1-Jul-01,123007.04,288331
CIT ,CIT 124 Center for Geospatial Information Services,B.002441.1     ,GIS Analyst II,,8-Nov-18,19-Nov-20,83900.7,288332
CIT ,CIT 124 Center for Geospatial Information Services,B.002165.3     ,GIS Analyst II,,7-Jul-14,10-Feb-22,104317.72,288333
CIT ,CIT 124 Center for Geospatial Information Services,B.006844.1     ,GIS Analyst I,,6-May-21,6-May-21,72352.02,288334
CIT ,CIT 124 Center for Geospatial Information Services,B.002285,GIS Technician II,,16-Jan-20,16-Jan-20,50284,288335
CIT ,CIT 124 Center for Geospatial Information Services,B.002285,GIS Technician II,,16-Jan-20,16-Jan-20,50284,288336
CIT ,CIT 128 Information Technology Security,B.002585.2     ,IT Deputy Chief of Information Security,,1-Mar-18,10-Sep-20,148269.94,288337
CIT ,CIT 128 Information Technology Security,B.006196.3     ,Cybersecurity Analyst II,,4-Nov-21,18-Apr-24,84892.34,288338
CIT ,CIT 128 Information Technology Security,B.005949.3     ,Cybersecurity Analyst III,,9-Mar-23,18-Apr-24,105000.22,288339
CIT ,CIT 130 Telecommunications,B.004150,Systems Analyst II,,1-Jun-00,1-Jun-00,115042.46,288340
CIT ,CIT 130 Telecommunications,B.002204.1     ,Systems Engineer I,,1-Mar-06,16-Apr-14,88314.2,288341
CIT ,CIT 130 Telecommunications,B.006050,Systems Engineer II,,16-Mar-04,1-Sep-09,120093.74,288342
CIT ,CIT 130 Telecommunications,B.003966.3     ,Information Systems Architect,,5-Jul-18,5-Jul-18,108665.18,288343
CIT ,CIT 130 Telecommunications,B.006435.2     ,Systems Engineer III,,16-Nov-05,22-May-16,121392.44,288344
CIT ,CIT 130 Telecommunications,B.003769,Systems Engineer I,,16-May-00,7-Aug-14,99085.22,288345
CIT ,CIT 130 Telecommunications,B.004641,Telecommunication System Installation Technician,,16-Sep-06,23-Apr-20,59774.52,288346
CIT ,CIT 130 Telecommunications,B.002275,Telecommunication System Installation Technician,,7-Aug-14,7-Aug-14,71983.08,288347
CIT ,CIT 130 Telecommunications,B.003276,Telecommunication System Installation Technician,,7-Aug-15,7-Aug-15,71983.08,288348
CIT ,CIT 133 Strategy & Architecture,B.002896.3     ,Microcomputer Systems Analyst II,,16-Apr-97,27-Sep-18,85192.9,288349
CIT ,CIT 133 Strategy & Architecture,B.006733.3     ,IT Support Center Specialist II,,1-Oct-01,1-Oct-12,73727.16,288350
CIT ,CIT 133 Strategy & Architecture,B.006735.1     ,Systems Analyst III,,1-Dec-22,1-Dec-22,99750.04,288351
CIT ,CIT 133 Strategy & Architecture,B.007177.1     ,IT Deputy Chief of Enterprise Architecture and Planning,,21-Sep-23,21-Sep-23,124999.94,288352
CIT ,CIT 133 Strategy & Architecture,I.080044,STEM Intern II,,16-May-24,,17,288353
CIT ,CIT 133 Strategy & Architecture,B.000305.3     ,Systems Analyst I,,30-Aug-18,30-Aug-18,74095.06,288354
CIT ,CIT 133 Strategy & Architecture,B.000464.8     ,Systems Engineer II,,31-Jan-19,18-Jun-20,85918.82,288355
CIT ,CIT 133 Strategy & Architecture,B.002544.2     ,Information Systems Architect,,28-Mar-19,8-Sep-22,106710.24,288356
CIT ,CIT 133 Strategy & Architecture,B.007163.1     ,Information Systems Architect,,16-Aug-07,16-Jun-22,112504.34,288357
CIT ,CIT 133 Strategy & Architecture,B.005428.5     ,Systems Analyst II,,22-Aug-14,12-Mar-20,91170.3,288358
CIT ,CIT 133 Strategy & Architecture,B.004777.2     ,Systems Engineer I,,7-Jun-18,7-Jun-18,79661.66,288359
CIT ,CIT 133 Strategy & Architecture,B.005950.4     ,Systems Analyst III,,1-Dec-12,24-May-18,126098.44,288360
CIT ,CIT 133 Strategy & Architecture,B.001848.2     ,IT Business Analyst III,,16-Dec-13,16-Dec-13,126098.44,288361
CIT ,CIT 133 Strategy & Architecture,B.005374.2     ,Microcomputer Systems Analyst II,,12-Oct-17,12-Oct-17,69611.36,288362
CIT ,CIT 133 Strategy & Architecture,B.005384.5     ,Systems Analyst II,,15-Mar-18,11-Mar-21,86973.64,288363
CLK ,CLK 011 City Clerk,B.000962,City Clerk,,16-Apr-01,9-Jan-18,129647.18,288364
CLK ,CLK 011 City Clerk,B.003519,Chief Deputy City Clerk,,7-Mar-16,1-Mar-18,64176.58,288365
CLK ,CLK 011 City Clerk,B.002188,Deputy City Clerk II,,5-Jan-17,5-Jan-17,53606.02,288366
CLK ,CLK 011 City Clerk,B.005519,Deputy City Clerk II,,14-Apr-22,14-Apr-22,45300.84,288367
CLK ,CLK 011 City Clerk,B.000786,Deputy City Clerk II,,16-Feb-05,16-Feb-05,63572.34,288368
CLK ,CLK 011 City Clerk,B.001121,Deputy City Clerk II,,12-Apr-18,12-Apr-18,48622.86,288369
CMD ,CMD 010 City Manager,B.006832.3     ,Assistant to the City Manager/Chief of Staff,,1-Jan-12,1-Jan-12,145000.18,288370
CMD ,CMD 010 City Manager,B.005054,Deputy City Manager,,7-Jul-16,7-Jul-16,221266.5,288371
CMD ,CMD 010 City Manager,B.001706.3     ,Deputy City Manager,,11-May-21,18-Apr-24,200000.06,288372
CMD ,CMD 010 City Manager,B.007797,Assistant to the City Manager/Legislative Affairs Analyst,,29-Sep-22,29-Sep-22,87428.38,288373
CMD ,CMD 010 City Manager,B.003150.1     ,Assistant to the City Manager/Executive Assistant,,16-Sep-09,16-Dec-21,74776.26,288374
CMD ,CMD 010 City Manager,B.001432.1     ,City Manager,,20-Jul-20,20-Jul-20,303345.12,288375
CMD ,CMD 010 City Manager,B.002293,Executive Assistant III,,6-Jul-23,6-Jul-23,53606.8,288376
CMD ,CMD 010 City Manager,B.003720,Executive Assistant II,,16-Jul-04,15-Jun-23,61518.6,288377
CMD ,CMD 010 City Manager,B.003553,Deputy City Manager,,27-Mar-24,27-Mar-24,200000.06,288378
CMD ,CMD 010 City Manager,B.007875,Assistant to the City Manager/Special Projects Coordinator,,7-Sep-23,7-Sep-23,83256.16,288379
CMD ,CMD 010 City Manager,B.007931.1     ,Assistant to the City Manager/ICRB Liaison,,4-Jan-24,4-Jan-24,103741.04,288380
CMD ,CMD 010 City Manager,B.004772.2     ,Assistant to the City Manager/Special Projects Coordinator,,16-May-06,20-Oct-22,85375.94,288381
CMD ,CMD 010 City Manager,B.004061,Executive Assistant III,,1-Jul-87,16-Aug-00,77413.44,288382
CMD ,CMD 010 City Manager,B.003812.2     ,Assistant to the City Manager/Legislative Affairs Liaison,,15-Jun-23,15-Jun-23,120749.98,288383
CMD ,CMD 010 City Manager,B.000824,Executive Assistant III,,18-May-87,4-May-23,77413.44,288384
CMD ,CMD 010 City Manager,B.005133.5     ,Assistant to the City Manager/Community Affairs,,7-Oct-21,7-Oct-21,78540.02,288385
CMD ,CMD 010 City Manager,B.007513.2     ,Assistant to the City Manager/Admin Support Supervisor,,2-Nov-23,2-Nov-23,65901.42,288386
CMD ,CMD 021 Office of Volunteer Resources,B.007441,Administrative Specialist I,,13-Sep-18,13-Sep-18,51053.34,288387
CMD ,CMD 021 Office of Volunteer Resources,B.007442.1     ,Administrative Technician,,11-May-92,14-Jul-22,50611.6,288388
CMD ,CMD 021 Office of Volunteer Resources,B.001096.6     ,Volunteer Resources and Resiliency Program Administrator,,6-Jan-22,6-Jan-22,86145.02,288389
CMD ,CMD 021 Office of Volunteer Resources,B.007176.4     ,Recovery and Resiliency Coordinator,,10-Feb-22,12-Jan-23,57082.48,288390
CMD ,CMD 021 Office of Volunteer Resources,B.006578,Business Application Support Technician,,1-Jun-11,24-Mar-22,55799.12,288391
COM ,COM 030 Communications Office,B.001044.4     ,Multimedia Communications Specialist II,,8-Oct-20,26-Jan-23,65158.6,288392
COM ,COM 030 Communications Office,B.002357.6     ,Media and Communications Coordinator III,,7-Jul-15,6-Apr-23,68417.44,288393
COM ,COM 030 Communications Office,B.002366.4     ,Multimedia Distribution Specialist,,16-Jun-04,16-Jun-04,55799.12,288394
COM ,COM 030 Communications Office,B.007876,Executive Assistant II,,5-Jan-23,27-Jul-23,47565.96,288395
COM ,COM 030 Communications Office,B.001376.6     ,Media and Communications Coordinator III,,3-Aug-17,3-Aug-23,82440.8,288396
COM ,COM 030 Communications Office,B.001879.2     ,Community Engagement Coordinator,,1-Aug-04,1-Dec-07,89707.02,288397
COM ,COM 030 Communications Office,B.000439.5     ,Media and Communications Coordinator III,,2-Jun-22,2-Jun-22,84777.94,288398
COM ,COM 030 Communications Office,B.005852.6     ,Design and Brand Manager,,28-May-98,6-Jun-24,78353.6,288399
COM ,COM 030 Communications Office,B.000974.1     ,Media and Communications Coordinator III,,14-Sep-17,26-Mar-20,70754.58,288400
COM ,COM 030 Communications Office,B.004360.2     ,Deputy Director of Communications and Marketing Ops,,12-Jan-23,12-Jan-23,134000.1,288401
COM ,COM 030 Communications Office,B.007877,Media and Communications Coordinator III,,21-Sep-23,21-Sep-23,75216.18,288402
COM ,COM 030 Communications Office,B.004855.6     ,Media and Communications Coordinator II,,6-May-21,6-May-21,65158.6,288403
COM ,COM 030 Communications Office,B.007798,Graphic Designer,,3-Nov-22,3-Nov-22,56286.36,288404
COM ,COM 030 Communications Office,B.006958.3     ,Multimedia Communications Specialist II,,16-Aug-10,16-Jan-13,65158.6,288405
COM ,COM 030 Communications Office,B.000022.6     ,Media and Communications Coordinator III,,16-Sep-07,1-Oct-13,96464.16,288406
COM ,COM 030 Communications Office,B.004852.5     ,Multimedia Communications Specialist III,,1-Apr-06,1-Aug-19,84108.7,288407
COM ,COM 030 Communications Office,B.001516.2     ,Graphic Designer,,1-Jan-07,1-Jan-07,59774.52,288408
COM ,COM 030 Communications Office,B.001453.4     ,Member Communications Manager,,14-Nov-00,1-Jan-01,102570.78,288409
COM ,COM 030 Communications Office,B.007345.1     ,Administrative Specialist I,,16-Jul-13,13-Jan-22,49471.5,288410
COM ,COM 030 Communications Office,B.004854.4     ,Special Projects Coordinator,,4-Nov-21,18-May-23,72656.22,288411
COM ,COM 030 Communications Office,B.007799,Media and Communications Coordinator II,,18-Aug-22,18-Aug-22,75253.36,288412
COM ,COM 030 Communications Office,B.002991.3     ,Director of Communications,,22-Oct-14,10-Mar-22,155452.44,288413
COM ,COM 030 Communications Office,B.007425,Media and Communications Coordinator III,,14-Jul-22,14-Jul-22,66079.78,288414
COM ,COM 030 Communications Office,B.003765.2     ,Television Engineer,,16-Jun-99,22-Nov-14,85192.9,288415
COM ,COM 030 Communications Office,B.004853.3     ,Public Information Liaison,,9-May-24,9-May-24,97500,288416
COM ,COM 030 Communications Office,B.000560.2     ,Multimedia Services Coordinator,,1-Jan-14,30-Aug-18,99070.14,288417
COM ,COM 030 Communications Office,B.001965.3     ,Media and Communications Coordinator III,,1-May-11,1-May-11,82440.8,288418
COM ,COM 030 Communications Office,B.000652.3     ,Media and Communications Coordinator II,,12-Aug-21,12-Aug-21,59101.38,288419
COM ,COM 030 Communications Office,B.007424,Electronics Operations Technician,,9-Sep-21,9-Sep-21,52441.48,288420
COR ,COR 001 Commissioner of Revenue,B.003713,Revenue Agent III,,1-Nov-97,1-Jun-04,61911.2,288421
COR ,COR 001 Commissioner of Revenue,B.001955.1     ,Revenue Investigator III,,16-Dec-01,1-Apr-13,68494.92,288422
COR ,COR 001 Commissioner of Revenue,B.002269.1     ,Revenue Agent I,,21-May-20,9-Nov-23,45906.12,288423
COR ,COR 001 Commissioner of Revenue,B.000757.1     ,Auditor III,,1-Aug-03,7-Aug-16,100810.84,288424
COR ,COR 001 Commissioner of Revenue,B.001462,Revenue Agent I,,18-May-23,18-May-23,42001.7,288425
COR ,COR 001 Commissioner of Revenue,B.001443.1     ,Revenue Agent II,,12-Nov-20,13-Jul-23,45608.94,288426
COR ,COR 001 Commissioner of Revenue,B.001443.1     ,Revenue Agent II,,12-Nov-20,13-Jul-23,45608.94,288427
COR ,COR 001 Commissioner of Revenue,B.002433,Revenue Investigator III,,16-Jan-93,1-Feb-03,70239,288428
COR ,COR 001 Commissioner of Revenue,B.000688.1     ,Business Application Specialist I,,16-Mar-94,1-Jun-03,77272.52,288429
COR ,COR 001 Commissioner of Revenue,B.003186,Revenue Agent II,,22-Apr-21,29-Dec-22,48622.34,288430
COR ,COR 001 Commissioner of Revenue,B.002382,Revenue Agent I,,26-Oct-23,26-Oct-23,45906.12,288431
COR ,COR 001 Commissioner of Revenue,B.004990.1     ,Revenue Agent I,,20-May-21,18-Aug-22,36795.98,288432
COR ,COR 001 Commissioner of Revenue,B.003392.2     ,Revenue Agent I,,26-Oct-23,26-Oct-23,45906.12,288433
COR ,COR 001 Commissioner of Revenue,B.001261,Revenue Agent II,,22-Dec-14,10-Aug-23,41089.1,288434
COR ,COR 001 Commissioner of Revenue,B.006705.1     ,Revenue Agent III,,1-Sep-11,4-Jan-18,51945.14,288435
COR ,COR 001 Commissioner of Revenue,B.000334,Revenue Agent II,,1-Sep-13,18-Apr-24,47115.64,288436
COR ,COR 001 Commissioner of Revenue,B.006706,Revenue Agent II,,26-Sep-19,4-May-23,48622.34,288437
COR ,COR 001 Commissioner of Revenue,B.002984.2     ,Deputy Commissioner of the Revenue II,,17-Dec-84,7-Jan-16,108928.56,288438
COR ,COR 001 Commissioner of Revenue,B.001762.1     ,Administrative Assistant,,1-Dec-22,1-Dec-22,45468.28,288439
COR ,COR 001 Commissioner of Revenue,B.007096,Revenue Agent III,,22-Jun-15,4-Apr-24,55267.16,288440
COR ,COR 001 Commissioner of Revenue,B.003262.3     ,Revenue Agent II,,16-Apr-11,21-Sep-23,41089.1,288441
COR ,COR 001 Commissioner of Revenue,N.090191,Account Clerk II,,1-Sep-78,23-Apr-19,19.56743,288442
COR ,COR 001 Commissioner of Revenue,B.001057,Revenue Agent III,,1-Mar-03,20-Dec-18,51945.14,288443
COR ,COR 001 Commissioner of Revenue,B.001705,Revenue Agent I,,3-Nov-22,3-Nov-22,43303.26,288444
COR ,COR 001 Commissioner of Revenue,B.004364.2     ,Revenue Agent II,,14-Mar-19,11-Aug-22,45608.94,288445
COR ,COR 001 Commissioner of Revenue,N.030752.1     ,Revenue Agent III,,5-Jan-76,,23.37643,288446
COR ,COR 001 Commissioner of Revenue,B.004991.1     ,Revenue Agent III,,16-Jun-00,22-Oct-20,60250.32,288447
COR ,COR 001 Commissioner of Revenue,B.004363,Revenue Agent IV,,16-Jan-08,21-Dec-17,66425.84,288448
COR ,COR 001 Commissioner of Revenue,B.004373,Revenue Agent III,,7-Nov-16,2-Nov-23,53606.02,288449
COR ,COR 001 Commissioner of Revenue,B.004365.1     ,Auditor II,,1-May-88,1-Jul-99,89615.76,288450
COR ,COR 001 Commissioner of Revenue,B.004097.1     ,Revenue Investigator III,,16-Nov-01,7-Jan-16,63262.68,288451
COR ,COR 001 Commissioner of Revenue,S.020047,Commissioner of Revenue,,16-Jun-78,1-Jan-98,199164.42,288452
COR ,COR 001 Commissioner of Revenue,B.004287,Revenue Agent IV,,26-Sep-19,20-Oct-22,62763.22,288453
COR ,COR 001 Commissioner of Revenue,B.004252.2     ,Deputy Commissioner of the Revenue II,,16-Feb-97,21-Dec-17,98621.38,288454
COR ,COR 001 Commissioner of Revenue,B.002541,Revenue Agent III,,1-Jul-04,22-Jul-14,58589.18,288455
COR ,COR 001 Commissioner of Revenue,B.002887.3     ,Revenue Investigator III,,1-Dec-86,27-Jul-23,73727.16,288456
COR ,COR 001 Commissioner of Revenue,B.001331.1     ,Deputy Commissioner of the Revenue II,,16-Sep-89,21-Dec-17,108928.56,288457
COR ,COR 001 Commissioner of Revenue,B.001471.1     ,Revenue Investigator II,,31-Mar-16,30-Nov-23,49471.5,288458
COR ,COR 001 Commissioner of Revenue,B.002542,Revenue Agent III,,16-Jul-11,9-Apr-20,51945.14,288459
COR ,COR 001 Commissioner of Revenue,B.001183,Account Clerk III,,1-Oct-00,13-Aug-20,52046.28,288460
COR ,COR 001 Commissioner of Revenue,B.006841.3     ,Revenue Agent III,,16-Nov-12,22-Oct-20,53606.02,288461
COR ,COR 001 Commissioner of Revenue,B.003401.1     ,Revenue Agent III,,1-Sep-00,31-Aug-17,60250.32,288462
COR ,COR 001 Commissioner of Revenue,B.004354.1     ,Revenue Investigator III,,1-Oct-05,13-Jan-22,59774.52,288463
COR ,COR 001 Commissioner of Revenue,B.002499.1     ,Revenue Agent I,,3-Nov-22,3-Nov-22,42001.7,288464
COR ,COR 001 Commissioner of Revenue,B.003007.1     ,Revenue Agent I,,8-Apr-21,8-Apr-21,42001.7,288465
COR ,COR 001 Commissioner of Revenue,B.004035,Revenue Agent II,,25-Apr-19,2-Nov-23,53141.92,288466
COR ,COR 001 Commissioner of Revenue,B.000407,Revenue Agent II,,22-Apr-16,26-Apr-18,51635.48,288467
COR ,COR 001 Commissioner of Revenue,B.002098.4     ,Business Application Specialist I,,1-Sep-08,31-Dec-20,61120.54,288468
COR ,COR 001 Commissioner of Revenue,B.004132,Chief Deputy Commissioner of the Revenue,,1-Jan-98,1-Jan-98,139023.56,288469
